Total time: 0.104000 ms0 1
8 4
16 6
24 5
32 8
40 5
48 7
56 10
64 9
72 4
80 8
88 7
96 2
104 4
112 2
120 6
136 4
144 7
152 5
160 7
168 3
176 4
184 6
192 5
200 6
208 3
216 4
224 5
232 4
240 3
248 5
256 2
264 6
272 5
280 3
288 7
296 3
304 4
312 2
320 3
328 2
336 1
344 3
352 7
360 5
368 3
376 6
384 4
392 2
400 2
408 2
416 1
424 2
432 2
440 1
456 4
472 1
488 3
11048 1
